chr	window	cumwindow	cov
Chr1	1	1	0.0256792316
Chr1	100001	100001	0.01640561573
Chr1	200001	200001	0.0255765436
Chr1	300001	300001	0.02515884432
Chr1	400001	400001	0.02228698866
Chr1	500001	500001	0.02225702994
Chr1	600001	600001	0.0241952966
Chr1	700001	700001	0.03055517668
Chr1	800001	800001	0.02259730695
Chr1	900001	900001	0.01967233547
Chr1	1000001	1000001	0.02566165241
Chr1	1100001	1100001	0.02784695692
Chr1	1200001	1200001	0.01657001614
Chr1	1300001	1300001	0.02518853988
Chr1	1400001	1400001	0.03466504239
Chr1	1500001	1500001	0.01664410965
Chr1	1600001	1600001	0.02580634928
Chr1	1700001	1700001	0.02353644002
Chr1	1800001	1800001	0.01806121803
Chr1	1900001	1900001	0.02214525165
Chr1	2000001	2000001	0.02598820517
Chr1	2100001	2100001	0.02240042834
Chr1	2200001	2200001	0.01756286121
Chr1	2300001	2300001	0.02542421941
Chr1	2400001	2400001	0.0257380981
Chr1	2500001	2500001	0.03271201012
Chr1	2600001	2600001	0.0220564091
Chr1	2700001	2700001	0.02990206156
Chr1	2800001	2800001	0.02165623422
Chr1	2900001	2900001	0.02617740054
Chr1	3000001	3000001	0.01960377866
Chr1	3100001	3100001	0.01850886076
Chr1	3200001	3200001	0.01839465019
Chr1	3300001	3300001	0.02894262174
Chr1	3400001	3400001	0.02683193478
Chr1	3500001	3500001	0.01881189368
Chr1	3600001	3600001	0.02765926009
Chr1	3700001	3700001	0.01845554108
Chr1	3800001	3800001	0.02981342522
Chr1	3900001	3900001	0.0252215804
Chr1	4000001	4000001	0.0231037542
Chr1	4100001	4100001	0.02111717372
Chr1	4200001	4200001	0.0234150466
Chr1	4300001	4300001	0.03330925524
Chr1	4400001	4400001	0.03705608883
Chr1	4500001	4500001	0.01808824716
Chr1	4600001	4600001	0.02587644922
Chr1	4700001	4700001	0.02754909459
Chr1	4800001	4800001	0.01986442897
Chr1	4900001	4900001	0.01777421503
Chr1	5000001	5000001	0.02601603409
Chr1	5100001	5100001	0.02518037374
Chr1	5200001	5200001	0.01586522671
Chr1	5300001	5300001	0.0238913857
Chr1	5400001	5400001	0.01829597324
Chr1	5500001	5500001	0.0184089642
Chr1	5600001	5600001	0.04277892774
Chr1	5700001	5700001	0.03144265824
Chr1	5800001	5800001	0.02417830772
Chr1	5900001	5900001	0.04966735076
Chr1	6000001	6000001	0.04145349222
Chr1	6100001	6100001	0.03412999933
Chr1	6200001	6200001	0.03473027152
Chr1	6300001	6300001	0.01873126113
Chr1	6400001	6400001	0.02927109821
Chr1	6500001	6500001	0.05368659801
Chr1	6600001	6600001	0.02800914604
Chr1	6700001	6700001	0.03820140583
Chr1	6800001	6800001	0.0163493365
Chr1	6900001	6900001	0.01300795287
Chr1	7000001	7000001	0.06712114868
Chr1	7100001	7100001	0.01970110265
Chr1	7200001	7200001	0.03414170896
Chr1	7300001	7300001	0.03227156178
Chr1	7400001	7400001	0.02262953481
Chr1	7500001	7500001	0.02856236303
Chr1	7600001	7600001	0.01953744424
Chr1	7700001	7700001	0.04717802209
Chr1	7800001	7800001	0.01443546896
Chr1	7900001	7900001	0.03781859123
Chr1	8000001	8000001	0.02691382094
Chr1	8100001	8100001	0.02072289346
Chr1	8200001	8200001	0.04680943264
Chr1	8300001	8300001	0.01726706636
Chr1	8400001	8400001	0.05489560735
Chr1	8500001	8500001	0.02446542156
Chr1	8600001	8600001	0.04075304092
Chr1	8700001	8700001	0.07788746226
Chr1	8800001	8800001	0.025987256
Chr1	8900001	8900001	0.03779693082
Chr1	9000001	9000001	0.05676466529
Chr1	9100001	9100001	0.03031029509
Chr1	9200001	9200001	0.01886021629
Chr1	9300001	9300001	0.04010472882
Chr1	9400001	9400001	0.01668313309
Chr1	9500001	9500001	0.05917208909
Chr1	9600001	9600001	0.06130846885
Chr1	9700001	9700001	0.03518819895
Chr1	9800001	9800001	0.03070541371
Chr1	9900001	9900001	0.03689654348
Chr1	10000001	10000001	0.02382613505
Chr1	10100001	10100001	0.0328111848
Chr1	10200001	10200001	0.02282310747
Chr1	10300001	10300001	0.04588202303
Chr1	10400001	10400001	0.03518438432
Chr1	10500001	10500001	0.04617197624
Chr1	10600001	10600001	0.04198023816
Chr1	10700001	10700001	0.044653435
Chr1	10800001	10800001	0.03020668057
Chr1	10900001	10900001	0.04298647748
Chr1	11000001	11000001	0.0513926775
Chr1	11100001	11100001	0.05407463101
Chr1	11200001	11200001	0.03552835797
Chr1	11300001	11300001	0.05906054858
Chr1	11400001	11400001	0.04131547879
Chr1	11500001	11500001	0.08258612758
Chr1	11600001	11600001	0.04095983364
Chr1	11700001	11700001	0.05877209439
Chr1	11800001	11800001	0.07551458779
Chr1	11900001	11900001	0.03977100022
Chr1	12000001	12000001	0.06662415303
Chr1	12100001	12100001	0.05323029343
Chr1	12200001	12200001	0.06056614531
Chr1	12300001	12300001	0.06008205559
Chr1	12400001	12400001	0.07914910854
Chr1	12500001	12500001	0.1024782663
Chr1	12600001	12600001	0.1144985447
Chr1	12700001	12700001	0.1573703446
Chr1	12800001	12800001	0.1510811619
Chr1	12900001	12900001	0.09577955847
Chr1	13000001	13000001	0.1313441098
Chr1	13100001	13100001	0.161505806
Chr1	13200001	13200001	0.1513981002
Chr1	13300001	13300001	0.1598939495
Chr1	13400001	13400001	0.166996108
Chr1	13500001	13500001	0.1779521028
Chr1	13600001	13600001	0.2085585244
Chr1	13700001	13700001	0.2344741399
Chr1	13800001	13800001	0.1967410138
Chr1	13900001	13900001	0.2308394778
Chr1	14000001	14000001	0.1934437562
Chr1	14100001	14100001	0.1875292561
Chr1	14200001	14200001	0.2514040975
Chr1	14300001	14300001	0.2375984466
Chr1	14400001	14400001	0.2609852068
Chr1	14500001	14500001	0.2604942275
Chr1	14600001	14600001	0.1371616677
Chr1	14700001	14700001	0.1047142457
Chr1	14800001	14800001	0.1579227181
Chr1	14900001	14900001	0.1242345898
Chr1	15000001	15000001	0.2123682547
Chr1	15100001	15100001	0.2552341778
Chr1	15200001	15200001	0.2534001516
Chr1	15300001	15300001	0.2342411866
Chr1	15400001	15400001	0.2678612674
Chr1	15500001	15500001	0.2515057091
Chr1	15600001	15600001	0.2179331054
Chr1	15700001	15700001	0.2201121912
Chr1	15800001	15800001	0.2160789416
Chr1	15900001	15900001	0.153700418
Chr1	16000001	16000001	0.2136558548
Chr1	16100001	16100001	0.1501011244
Chr1	16200001	16200001	0.159691964
Chr1	16300001	16300001	0.2347158846
Chr1	16400001	16400001	0.1126646088
Chr1	16500001	16500001	0.1917518631
Chr1	16600001	16600001	0.184673127
Chr1	16700001	16700001	0.1290075613
Chr1	16800001	16800001	0.08987925685
Chr1	16900001	16900001	0.1074620346
Chr1	17000001	17000001	0.1178557114
Chr1	17100001	17100001	0.06210709483
Chr1	17200001	17200001	0.09744042383
Chr1	17300001	17300001	0.06901855893
Chr1	17400001	17400001	0.05901665697
Chr1	17500001	17500001	0.1058300613
Chr1	17600001	17600001	0.1129203855
Chr1	17700001	17700001	0.04271737949
Chr1	17800001	17800001	0.05406501164
Chr1	17900001	17900001	0.03387609585
Chr1	18000001	18000001	0.06157792503
Chr1	18100001	18100001	0.06236774042
Chr1	18200001	18200001	0.03397648685
Chr1	18300001	18300001	0.04566149523
Chr1	18400001	18400001	0.02604728859
Chr1	18500001	18500001	0.04532711069
Chr1	18600001	18600001	0.04137440357
Chr1	18700001	18700001	0.03564126447
Chr1	18800001	18800001	0.05583629707
Chr1	18900001	18900001	0.06784451859
Chr1	19000001	19000001	0.02924421333
Chr1	19100001	19100001	0.03518095309
Chr1	19200001	19200001	0.02546009364
Chr1	19300001	19300001	0.09424356169
Chr1	19400001	19400001	0.02926303569
Chr1	19500001	19500001	0.04191481232
Chr1	19600001	19600001	0.03860476854
Chr1	19700001	19700001	0.06090788419
Chr1	19800001	19800001	0.03035157592
Chr1	19900001	19900001	0.03418051581
Chr1	20000001	20000001	0.03678370628
Chr1	20100001	20100001	0.02357192116
Chr1	20200001	20200001	0.02571169672
Chr1	20300001	20300001	0.06781823962
Chr1	20400001	20400001	0.04088286969
Chr1	20500001	20500001	0.03160246873
Chr1	20600001	20600001	0.04168206331
Chr1	20700001	20700001	0.03512253779
Chr1	20800001	20800001	0.03600755253
Chr1	20900001	20900001	0.03692759451
Chr1	21000001	21000001	0.0333618641
Chr1	21100001	21100001	0.03529311397
Chr1	21200001	21200001	0.06108506144
Chr1	21300001	21300001	0.05305267133
Chr1	21400001	21400001	0.06154208387
Chr1	21500001	21500001	0.04686959732
Chr1	21600001	21600001	0.03993027703
Chr1	21700001	21700001	0.09159073142
Chr1	21800001	21800001	0.04368233187
Chr1	21900001	21900001	0.02584918176
Chr1	22000001	22000001	0.03278735786
Chr1	22100001	22100001	0.06292569774
Chr1	22200001	22200001	0.02810442764
Chr1	22300001	22300001	0.02309439251
Chr1	22400001	22400001	0.03230237844
Chr1	22500001	22500001	0.02930666656
Chr1	22600001	22600001	0.04466836113
Chr1	22700001	22700001	0.02658159443
Chr1	22800001	22800001	0.03755854687
Chr1	22900001	22900001	0.0237265025
Chr1	23000001	23000001	0.02663429331
Chr1	23100001	23100001	0.03954045475
Chr1	23200001	23200001	0.03893534306
Chr1	23300001	23300001	0.03259499811
Chr1	23400001	23400001	0.02413384213
Chr1	23500001	23500001	0.03668581978
Chr1	23600001	23600001	0.02847359438
Chr1	23700001	23700001	0.01660837493
Chr1	23800001	23800001	0.02594811518
Chr1	23900001	23900001	0.04851164607
Chr1	24000001	24000001	0.02993164687
Chr1	24100001	24100001	0.02752010739
Chr1	24200001	24200001	0.03210949205
Chr1	24300001	24300001	0.03790410438
Chr1	24400001	24400001	0.03149399898
Chr1	24500001	24500001	0.02254370614
Chr1	24600001	24600001	0.02503280109
Chr1	24700001	24700001	0.03175390495
Chr1	24800001	24800001	0.02936796669
Chr1	24900001	24900001	0.0195539426
Chr1	25000001	25000001	0.03662578419
Chr1	25100001	25100001	0.0442512299
Chr1	25200001	25200001	0.0241219193
Chr1	25300001	25300001	0.02582208335
Chr1	25400001	25400001	0.02699288317
Chr1	25500001	25500001	0.020908915
Chr1	25600001	25600001	0.03244812014
Chr1	25700001	25700001	0.02153444619
Chr1	25800001	25800001	0.01539755604
Chr1	25900001	25900001	0.02561493258
Chr1	26000001	26000001	0.02247925986
Chr1	26100001	26100001	0.01782727037
Chr1	26200001	26200001	0.01397785046
Chr1	26300001	26300001	0.04573729268
Chr1	26400001	26400001	0.02198389177
Chr1	26500001	26500001	0.01426093018
Chr1	26600001	26600001	0.01944910152
Chr1	26700001	26700001	0.02282901444
Chr1	26800001	26800001	0.02594418338
Chr1	26900001	26900001	0.01909423956
Chr1	27000001	27000001	0.02250920807
Chr1	27100001	27100001	0.01545689987
Chr1	27200001	27200001	0.02100776637
Chr1	27300001	27300001	0.01922622918
Chr1	27400001	27400001	0.02014778355
Chr1	27500001	27500001	0.02132481959
Chr1	27600001	27600001	0.02388531127
Chr1	27700001	27700001	0.01452159507
Chr1	27800001	27800001	0.02479628814
Chr1	27900001	27900001	0.02248774942
Chr1	28000001	28000001	0.021770485
Chr1	28100001	28100001	0.0202163243
Chr1	28200001	28200001	0.01520582151
Chr1	28300001	28300001	0.01614107092
Chr1	28400001	28400001	0.01391168151
Chr1	28500001	28500001	0.02041748773
Chr1	28600001	28600001	0.01604826427
Chr1	28700001	28700001	0.0214773096
Chr1	28800001	28800001	0.02095817482
Chr1	28900001	28900001	0.02196174099
Chr1	29000001	29000001	0.026930418
Chr1	29100001	29100001	0.02275817467
Chr1	29200001	29200001	0.01649298632
Chr1	29300001	29300001	0.0221093269
Chr1	29400001	29400001	0.03139471674
Chr1	29500001	29500001	0.01693328631
Chr1	29600001	29600001	0.02171087243
Chr1	29700001	29700001	0.030279102
Chr1	29800001	29800001	0.02297631861
Chr1	29900001	29900001	0.02643318179
Chr1	30000001	30000001	0.02490676575
Chr1	30100001	30100001	0.01987915727
Chr1	30200001	30200001	0.02616475589
Chr1	30300001	30300001	0.01164850373
Chr1	30400001	30400001	0.01164850373
Chr2	1	30427672	0.1843165278
Chr2	100001	30527672	0.03714091895
Chr2	200001	30627672	0.05244206822
Chr2	300001	30727672	0.0658320169
Chr2	400001	30827672	0.03710924244
Chr2	500001	30927672	0.08983207932
Chr2	600001	31027672	0.04702421266
Chr2	700001	31127672	0.0475873878
Chr2	800001	31227672	0.05339697809
Chr2	900001	31327672	0.07587631986
Chr2	1000001	31427672	0.04636287156
Chr2	1100001	31527672	0.0517692881
Chr2	1200001	31627672	0.1305682111
Chr2	1300001	31727672	0.09780287867
Chr2	1400001	31827672	0.09216751867
Chr2	1500001	31927672	0.08290780898
Chr2	1600001	32027672	0.1207399694
Chr2	1700001	32127672	0.1453755212
Chr2	1800001	32227672	0.1417829305
Chr2	1900001	32327672	0.1101882631
Chr2	2000001	32427672	0.1784989751
Chr2	2100001	32527672	0.1716223632
Chr2	2200001	32627672	0.1473705985
Chr2	2300001	32727672	0.1365208945
Chr2	2400001	32827672	0.2273755337
Chr2	2500001	32927672	0.2155314035
Chr2	2600001	33027672	0.2185145751
Chr2	2700001	33127672	0.2114138994
Chr2	2800001	33227672	0.1749803499
Chr2	2900001	33327672	0.1412965403
Chr2	3000001	33427672	0.2053349542
Chr2	3100001	33527672	0.178374986
Chr2	3200001	33627672	0.1601064702
Chr2	3300001	33727672	0.07134374458
Chr2	3400001	33827672	0.0906600304
Chr2	3500001	33927672	0.1877454167
Chr2	3600001	34027672	0.1700407338
Chr2	3700001	34127672	0.2183366601
Chr2	3800001	34227672	0.2258462218
Chr2	3900001	34327672	0.2238841461
Chr2	4000001	34427672	0.1896318093
Chr2	4100001	34527672	0.2253934503
Chr2	4200001	34627672	0.2044585895
Chr2	4300001	34727672	0.1821383948
Chr2	4400001	34827672	0.1859778546
Chr2	4500001	34927672	0.2097242299
Chr2	4600001	35027672	0.1903279672
Chr2	4700001	35127672	0.1945235137
Chr2	4800001	35227672	0.2090922947
Chr2	4900001	35327672	0.2356630715
Chr2	5000001	35427672	0.1952419968
Chr2	5100001	35527672	0.202141081
Chr2	5200001	35627672	0.2570334121
Chr2	5300001	35727672	0.2553733131
Chr2	5400001	35827672	0.1894485259
Chr2	5500001	35927672	0.1932478587
Chr2	5600001	36027672	0.1352846858
Chr2	5700001	36127672	0.1544267897
Chr2	5800001	36227672	0.1958773777
Chr2	5900001	36327672	0.1551674253
Chr2	6000001	36427672	0.1502843911
Chr2	6100001	36527672	0.1788147936
Chr2	6200001	36627672	0.142351453
Chr2	6300001	36727672	0.1261375125
Chr2	6400001	36827672	0.1545094968
Chr2	6500001	36927672	0.1639609148
Chr2	6600001	37027672	0.0851906545
Chr2	6700001	37127672	0.1725448724
Chr2	6800001	37227672	0.1013578408
Chr2	6900001	37327672	0.1427194058
Chr2	7000001	37427672	0.08718444069
Chr2	7100001	37527672	0.09502386787
Chr2	7200001	37627672	0.102164922
Chr2	7300001	37727672	0.04161562821
Chr2	7400001	37827672	0.05111156126
Chr2	7500001	37927672	0.04003385081
Chr2	7600001	38027672	0.04338327011
Chr2	7700001	38127672	0.05153682595
Chr2	7800001	38227672	0.03401074706
Chr2	7900001	38327672	0.03262842335
Chr2	8000001	38427672	0.04638200161
Chr2	8100001	38527672	0.04073715046
Chr2	8200001	38627672	0.05011255712
Chr2	8300001	38727672	0.04849392183
Chr2	8400001	38827672	0.03397407125
Chr2	8500001	38927672	0.05751418708
Chr2	8600001	39027672	0.03820738083
Chr2	8700001	39127672	0.03674480643
Chr2	8800001	39227672	0.04823386355
Chr2	8900001	39327672	0.04241993225
Chr2	9000001	39427672	0.03366430119
Chr2	9100001	39527672	0.06487880703
Chr2	9200001	39627672	0.02377404118
Chr2	9300001	39727672	0.03796698468
Chr2	9400001	39827672	0.04893963116
Chr2	9500001	39927672	0.03726170674
Chr2	9600001	40027672	0.04541347636
Chr2	9700001	40127672	0.02414215934
Chr2	9800001	40227672	0.02857033179
Chr2	9900001	40327672	0.03290599864
Chr2	10000001	40427672	0.07903503622
Chr2	10100001	40527672	0.02794892382
Chr2	10200001	40627672	0.03307796421
Chr2	10300001	40727672	0.03654226222
Chr2	10400001	40827672	0.04026689692
Chr2	10500001	40927672	0.07204647693
Chr2	10600001	41027672	0.08398466779
Chr2	10700001	41127672	0.02921731461
Chr2	10800001	41227672	0.02848126967
Chr2	10900001	41327672	0.03603092109
Chr2	11000001	41427672	0.02892573631
Chr2	11100001	41527672	0.03719857759
Chr2	11200001	41627672	0.02885875767
Chr2	11300001	41727672	0.03834039651
Chr2	11400001	41827672	0.04264198378
Chr2	11500001	41927672	0.02862053198
Chr2	11600001	42027672	0.03292179239
Chr2	11700001	42127672	0.03001107392
Chr2	11800001	42227672	0.01911892832
Chr2	11900001	42327672	0.02912027667
Chr2	12000001	42427672	0.03352730326
Chr2	12100001	42527672	0.02796143579
Chr2	12200001	42627672	0.02452218095
Chr2	12300001	42727672	0.01979382142
Chr2	12400001	42827672	0.04319354765
Chr2	12500001	42927672	0.03281226853
Chr2	12600001	43027672	0.0233238754
Chr2	12700001	43127672	0.0302183291
Chr2	12800001	43227672	0.03340972057
Chr2	12900001	43327672	0.01552898207
Chr2	13000001	43427672	0.02962647691
Chr2	13100001	43527672	0.02249964528
Chr2	13200001	43627672	0.03813542541
Chr2	13300001	43727672	0.02927562117
Chr2	13400001	43827672	0.02894103641
Chr2	13500001	43927672	0.03025336149
Chr2	13600001	44027672	0.02635145292
Chr2	13700001	44127672	0.02325049838
Chr2	13800001	44227672	0.02001513917
Chr2	13900001	44327672	0.02347971106
Chr2	14000001	44427672	0.02160080147
Chr2	14100001	44527672	0.01837650316
Chr2	14200001	44627672	0.01751156556
Chr2	14300001	44727672	0.02160308047
Chr2	14400001	44827672	0.04744490579
Chr2	14500001	44927672	0.02587107955
Chr2	14600001	45027672	0.02568513435
Chr2	14700001	45127672	0.02395064767
Chr2	14800001	45227672	0.02979583211
Chr2	14900001	45327672	0.02548512161
Chr2	15000001	45427672	0.01739811004
Chr2	15100001	45527672	0.01669860922
Chr2	15200001	45627672	0.02011354699
Chr2	15300001	45727672	0.02144830119
Chr2	15400001	45827672	0.02793760267
Chr2	15500001	45927672	0.03121477451
Chr2	15600001	46027672	0.01738534189
Chr2	15700001	46127672	0.01530339915
Chr2	15800001	46227672	0.02112346198
Chr2	15900001	46327672	0.01450781661
Chr2	16000001	46427672	0.03928027214
Chr2	16100001	46527672	0.01842245573
Chr2	16200001	46627672	0.0198934045
Chr2	16300001	46727672	0.02554317866
Chr2	16400001	46827672	0.01751822079
Chr2	16500001	46927672	0.02020455147
Chr2	16600001	47027672	0.02232678583
Chr2	16700001	47127672	0.0140519598
Chr2	16800001	47227672	0.0186274813
Chr2	16900001	47327672	0.0217132342
Chr2	17000001	47427672	0.02558211081
Chr2	17100001	47527672	0.01986497436
Chr2	17200001	47627672	0.01973886151
Chr2	17300001	47727672	0.04570101623
Chr2	17400001	47827672	0.02694379129
Chr2	17500001	47927672	0.0188026746
Chr2	17600001	48027672	0.01587758929
Chr2	17700001	48127672	0.01639086992
