chr	window	cumwindow	cov
Chr1	1	1	0.02521511379
Chr1	100001	100001	0.0149036149
Chr1	200001	200001	0.02395647446
Chr1	300001	300001	0.02350515148
Chr1	400001	400001	0.02153621835
Chr1	500001	500001	0.02114675061
Chr1	600001	600001	0.02241984937
Chr1	700001	700001	0.0298343239
Chr1	800001	800001	0.02106634161
Chr1	900001	900001	0.01883298779
Chr1	1000001	1000001	0.02324804346
Chr1	1100001	1100001	0.02590936926
Chr1	1200001	1200001	0.01518205752
Chr1	1300001	1300001	0.0239114249
Chr1	1400001	1400001	0.03270648948
Chr1	1500001	1500001	0.01563335038
Chr1	1600001	1600001	0.0242751596
Chr1	1700001	1700001	0.02180394173
Chr1	1800001	1800001	0.01625840354
Chr1	1900001	1900001	0.0212685125
Chr1	2000001	2000001	0.02445689176
Chr1	2100001	2100001	0.02115406872
Chr1	2200001	2200001	0.01668325465
Chr1	2300001	2300001	0.0234581176
Chr1	2400001	2400001	0.02383681205
Chr1	2500001	2500001	0.02983287859
Chr1	2600001	2600001	0.02003722969
Chr1	2700001	2700001	0.02813667001
Chr1	2800001	2800001	0.01984771267
Chr1	2900001	2900001	0.02363483228
Chr1	3000001	3000001	0.01799938864
Chr1	3100001	3100001	0.01678491018
Chr1	3200001	3200001	0.01667784662
Chr1	3300001	3300001	0.02644184848
Chr1	3400001	3400001	0.02520127415
Chr1	3500001	3500001	0.01740057492
Chr1	3600001	3600001	0.02552516061
Chr1	3700001	3700001	0.01772179884
Chr1	3800001	3800001	0.02869778742
Chr1	3900001	3900001	0.02363511637
Chr1	4000001	4000001	0.02146861721
Chr1	4100001	4100001	0.02012303337
Chr1	4200001	4200001	0.0208171561
Chr1	4300001	4300001	0.03117468422
Chr1	4400001	4400001	0.03461043138
Chr1	4500001	4500001	0.01641105215
Chr1	4600001	4600001	0.02365395098
Chr1	4700001	4700001	0.02567627671
Chr1	4800001	4800001	0.01785903965
Chr1	4900001	4900001	0.01652552423
Chr1	5000001	5000001	0.02394638954
Chr1	5100001	5100001	0.02241503804
Chr1	5200001	5200001	0.01453205179
Chr1	5300001	5300001	0.0222540317
Chr1	5400001	5400001	0.01690727164
Chr1	5500001	5500001	0.0165134464
Chr1	5600001	5600001	0.04187309857
Chr1	5700001	5700001	0.02996462214
Chr1	5800001	5800001	0.02228790203
Chr1	5900001	5900001	0.04760594302
Chr1	6000001	6000001	0.03885551756
Chr1	6100001	6100001	0.03139920711
Chr1	6200001	6200001	0.03349316627
Chr1	6300001	6300001	0.0173456047
Chr1	6400001	6400001	0.02690366668
Chr1	6500001	6500001	0.05311497891
Chr1	6600001	6600001	0.02595334568
Chr1	6700001	6700001	0.03783679333
Chr1	6800001	6800001	0.01427652149
Chr1	6900001	6900001	0.01149395062
Chr1	7000001	7000001	0.07239007326
Chr1	7100001	7100001	0.01795648481
Chr1	7200001	7200001	0.03280737167
Chr1	7300001	7300001	0.03077249325
Chr1	7400001	7400001	0.02066054166
Chr1	7500001	7500001	0.02680652504
Chr1	7600001	7600001	0.01784074601
Chr1	7700001	7700001	0.04529355944
Chr1	7800001	7800001	0.01259979222
Chr1	7900001	7900001	0.0339892717
Chr1	8000001	8000001	0.02454269962
Chr1	8100001	8100001	0.0200373311
Chr1	8200001	8200001	0.04494101772
Chr1	8300001	8300001	0.01582077125
Chr1	8400001	8400001	0.05106824712
Chr1	8500001	8500001	0.02249155467
Chr1	8600001	8600001	0.04076050342
Chr1	8700001	8700001	0.07356322801
Chr1	8800001	8800001	0.02422454983
Chr1	8900001	8900001	0.03500294191
Chr1	9000001	9000001	0.05365415232
Chr1	9100001	9100001	0.02837473526
Chr1	9200001	9200001	0.01614331953
Chr1	9300001	9300001	0.03798902707
Chr1	9400001	9400001	0.01543164392
Chr1	9500001	9500001	0.05754975941
Chr1	9600001	9600001	0.05694822626
Chr1	9700001	9700001	0.03386571509
Chr1	9800001	9800001	0.02786013637
Chr1	9900001	9900001	0.03465776168
Chr1	10000001	10000001	0.02333379207
Chr1	10100001	10100001	0.03145496082
Chr1	10200001	10200001	0.02029687358
Chr1	10300001	10300001	0.04428911337
Chr1	10400001	10400001	0.03363848325
Chr1	10500001	10500001	0.04438455737
Chr1	10600001	10600001	0.03998872771
Chr1	10700001	10700001	0.04286123917
Chr1	10800001	10800001	0.02927860919
Chr1	10900001	10900001	0.04115691804
Chr1	11000001	11000001	0.04873410094
Chr1	11100001	11100001	0.05121598153
Chr1	11200001	11200001	0.03503151654
Chr1	11300001	11300001	0.05577405268
Chr1	11400001	11400001	0.03921663953
Chr1	11500001	11500001	0.08079946873
Chr1	11600001	11600001	0.04138634913
Chr1	11700001	11700001	0.05533706042
Chr1	11800001	11800001	0.07475161138
Chr1	11900001	11900001	0.03947431921
Chr1	12000001	12000001	0.0660798025
Chr1	12100001	12100001	0.05168628917
