chr	window	cumwindow	cov
Chr1	1	1	0.02622174183
Chr1	100001	100001	0.01671528966
Chr1	200001	200001	0.02632703861
Chr1	300001	300001	0.02498904361
Chr1	400001	400001	0.02342112274
Chr1	500001	500001	0.02295063245
Chr1	600001	600001	0.02474980939
Chr1	700001	700001	0.03174227103
Chr1	800001	800001	0.02283824
Chr1	900001	900001	0.02017522222
Chr1	1000001	1000001	0.02593503315
Chr1	1100001	1100001	0.02805873158
Chr1	1200001	1200001	0.01806310455
Chr1	1300001	1300001	0.02508583597
Chr1	1400001	1400001	0.03670645841
Chr1	1500001	1500001	0.01764622608
Chr1	1600001	1600001	0.02652612943
Chr1	1700001	1700001	0.02367187043
Chr1	1800001	1800001	0.01776904161
Chr1	1900001	1900001	0.02240780438
Chr1	2000001	2000001	0.02600916188
Chr1	2100001	2100001	0.02221552174
Chr1	2200001	2200001	0.01884603557
Chr1	2300001	2300001	0.0249393722
Chr1	2400001	2400001	0.02607263743
Chr1	2500001	2500001	0.03379631085
Chr1	2600001	2600001	0.02169593184
Chr1	2700001	2700001	0.02982315616
Chr1	2800001	2800001	0.02202014304
Chr1	2900001	2900001	0.026277996
Chr1	3000001	3000001	0.02073679081
Chr1	3100001	3100001	0.01805895486
Chr1	3200001	3200001	0.01843788457
Chr1	3300001	3300001	0.02905999038
Chr1	3400001	3400001	0.02703903465
Chr1	3500001	3500001	0.01942319823
Chr1	3600001	3600001	0.02760260661
Chr1	3700001	3700001	0.01908983616
Chr1	3800001	3800001	0.03012956971
Chr1	3900001	3900001	0.0248808307
Chr1	4000001	4000001	0.02318774652
Chr1	4100001	4100001	0.02298294862
Chr1	4200001	4200001	0.02240961072
Chr1	4300001	4300001	0.03328602505
Chr1	4400001	4400001	0.03857388963
Chr1	4500001	4500001	0.01700956724
Chr1	4600001	4600001	0.02587072298
Chr1	4700001	4700001	0.02725034937
Chr1	4800001	4800001	0.01832929762
Chr1	4900001	4900001	0.01754806611
Chr1	5000001	5000001	0.0271441282
Chr1	5100001	5100001	0.02603466262
Chr1	5200001	5200001	0.0157321964
Chr1	5300001	5300001	0.02261568711
Chr1	5400001	5400001	0.01858914278
Chr1	5500001	5500001	0.01878550856
Chr1	5600001	5600001	0.04428158809
Chr1	5700001	5700001	0.03238088109
Chr1	5800001	5800001	0.02442023843
Chr1	5900001	5900001	0.05287306938
Chr1	6000001	6000001	0.040059796
Chr1	6100001	6100001	0.0349770398
Chr1	6200001	6200001	0.03539448207
Chr1	6300001	6300001	0.01948666382
Chr1	6400001	6400001	0.03097130455
Chr1	6500001	6500001	0.05800098668
Chr1	6600001	6600001	0.02724170385
Chr1	6700001	6700001	0.04379878607
Chr1	6800001	6800001	0.01574223031
Chr1	6900001	6900001	0.01232782155
Chr1	7000001	7000001	0.07506277627
Chr1	7100001	7100001	0.01982128037
Chr1	7200001	7200001	0.03531527655
Chr1	7300001	7300001	0.03255774764
Chr1	7400001	7400001	0.02065104289
Chr1	7500001	7500001	0.02818059806
Chr1	7600001	7600001	0.01828542454
Chr1	7700001	7700001	0.05001455243
Chr1	7800001	7800001	0.01309993983
Chr1	7900001	7900001	0.03914654651
Chr1	8000001	8000001	0.02504986635
Chr1	8100001	8100001	0.02261528947
Chr1	8200001	8200001	0.05011069727
Chr1	8300001	8300001	0.01785478252
Chr1	8400001	8400001	0.05723009266
Chr1	8500001	8500001	0.02531861673
Chr1	8600001	8600001	0.04261019459
Chr1	8700001	8700001	0.07885742838
Chr1	8800001	8800001	0.02683972284
Chr1	8900001	8900001	0.03846206782
Chr1	9000001	9000001	0.05954911275
Chr1	9100001	9100001	0.03003470829
Chr1	9200001	9200001	0.01811347517
Chr1	9300001	9300001	0.04040840415
Chr1	9400001	9400001	0.0176362393
Chr1	9500001	9500001	0.06035986208
Chr1	9600001	9600001	0.06477434838
Chr1	9700001	9700001	0.03682583051
Chr1	9800001	9800001	0.03127088769
Chr1	9900001	9900001	0.0351283605
Chr1	10000001	10000001	0.02502013816
Chr1	10100001	10100001	0.03568585693
Chr1	10200001	10200001	0.02213556735
Chr1	10300001	10300001	0.048701233
Chr1	10400001	10400001	0.0352694638
Chr1	10500001	10500001	0.0484958881
Chr1	10600001	10600001	0.04218949897
Chr1	10700001	10700001	0.044582333
Chr1	10800001	10800001	0.03113225285
Chr1	10900001	10900001	0.0468927872
Chr1	11000001	11000001	0.05591072566
Chr1	11100001	11100001	0.05493431853
Chr1	11200001	11200001	0.03733916885
Chr1	11300001	11300001	0.05899881655
Chr1	11400001	11400001	0.04323396781
Chr1	11500001	11500001	0.08372056521
Chr1	11600001	11600001	0.04396541432
Chr1	11700001	11700001	0.06199087514
Chr1	11800001	11800001	0.07858973073
Chr1	11900001	11900001	0.04189132395
Chr1	12000001	12000001	0.0731423856
Chr1	12100001	12100001	0.05466275483
Chr1	12200001	12200001	0.06398972788
Chr1	12300001	12300001	0.06435563315
Chr1	12400001	12400001	0.08276256219
Chr1	12500001	12500001	0.1100438212
Chr1	12600001	12600001	0.1196405377
Chr1	12700001	12700001	0.1522818954
Chr1	12800001	12800001	0.1391631802
Chr1	12900001	12900001	0.09895424819
Chr1	13000001	13000001	0.1313963805
Chr1	13100001	13100001	0.1634071735
Chr1	13200001	13200001	0.1503470293
Chr1	13300001	13300001	0.1492725954
Chr1	13400001	13400001	0.1546637356
Chr1	13500001	13500001	0.1742561214
Chr1	13600001	13600001	0.1990551065
Chr1	13700001	13700001	0.2144161903
Chr1	13800001	13800001	0.1874526773
Chr1	13900001	13900001	0.215772204
Chr1	14000001	14000001	0.1763602258
Chr1	14100001	14100001	0.1737741188
Chr1	14200001	14200001	0.2371140648
Chr1	14300001	14300001	0.2229591719
Chr1	14400001	14400001	0.2423859087
Chr1	14500001	14500001	0.2449711397
Chr1	14600001	14600001	0.1182358976
Chr1	14700001	14700001	0.08579974575
Chr1	14800001	14800001	0.1284261037
Chr1	14900001	14900001	0.1096707499
Chr1	15000001	15000001	0.1926794392
Chr1	15100001	15100001	0.2277289326
Chr1	15200001	15200001	0.2207039129
Chr1	15300001	15300001	0.2057224259
