lib,chrs,start,stop,cos,width
1,Chr1,26520424,26522452,26521438,2028
1,Chr2,10666721,10666964,10666843,243
1,Chr3,16890103,16890436,16890269,333
1,Chr4,8220270,8220913,8220592,643
1,Chr4,17432701,17432997,17432849,296
1,Chr5,765472,765618,765545,146
1,Chr5,8739242,8739364,8739303,122
1,Chr5,18344397,18345117,18344757,720
1,Chr5,22174890,22175344,22175117,454
1,Chr5,26253787,26253943,26253865,156
2,Chr1,3934449,3938146,3936297,3697
2,Chr2,494756,495253,495004,497
2,Chr2,6209310,6210161,6209736,851
2,Chr3,15926030,15926090,15926060,60
2,Chr5,5995013,5995980,5995497,967
3,Chr1,2353866,2354165,2354016,299
3,Chr1,15985608,15985772,15985690,164
3,Chr1,29199476,29200794,29200135,1318
3,Chr2,289413,289609,289511,196
3,Chr3,8816401,8816404,8816403,3
3,Chr4,6096042,6096802,6096422,760
3,Chr5,8042701,8042919,8042810,218
4,Chr1,11472652,11472778,11472715,126
4,Chr2,8295598,8298150,8296874,2552
4,Chr2,16786973,16788136,16787555,1163
4,Chr3,2573823,2574560,2574191,737
4,Chr4,6363632,6363826,6363729,194
4,Chr5,22828536,22828670,22828603,134
4,Chr5,26184240,26184869,26184554,629
5,Chr1,6620076,6621019,6620548,943
5,Chr1,17975588,17975935,17975762,347
5,Chr1,19473949,19474593,19474271,644
5,Chr1,28546570,28549547,28548058,2977
5,Chr2,1861232,1862055,1861644,823
5,Chr2,10509433,10509563,10509498,130
5,Chr3,1508190,1509001,1508596,811
5,Chr3,18476657,18477141,18476899,484
5,Chr4,5793003,5794456,5793729,1453
5,Chr4,8921003,8922529,8921766,1526
5,Chr5,7752565,7752619,7752592,54
5,Chr5,24375173,24375644,24375409,471
6,Chr1,3016934,3018133,3017534,1199
6,Chr1,3773865,3773964,3773915,99
6,Chr1,26686847,26687275,26687061,428
6,Chr1,28208094,28208679,28208386,585
6,Chr2,9985790,9986088,9985939,298
6,Chr2,10802444,10802453,10802448,9
6,Chr2,19488888,19489551,19489220,663
6,Chr3,953374,954306,953840,932
6,Chr3,22421890,22424707,22423298,2817
6,Chr4,80192,80682,80437,490
6,Chr4,11648275,11649257,11648766,982
6,Chr5,21064697,21066886,21065791,2189
6,Chr5,25180333,25181122,25180727,789
7,Chr1,1071783,1072172,1071977,389
7,Chr1,23354349,23354406,23354377,57
7,Chr2,1254831,1254841,1254836,10
7,Chr2,1555928,1556205,1556066,277
7,Chr3,3197029,3197798,3197413,769
7,Chr3,8711843,8712101,8711972,258
7,Chr3,17089222,17089316,17089269,94
7,Chr4,267889,268329,268109,440
7,Chr5,7382774,7383587,7383180,813
7,Chr5,14987207,14989268,14988237,2061
7,Chr5,21471847,21472066,21471957,219
8,Chr1,8075973,8076201,8076087,228
8,Chr3,11156689,11157106,11156897,417
8,Chr4,17731252,17733478,17732365,2226
8,Chr5,9852803,9853464,9853133,661
9,Chr1,17867007,17867406,17867207,399
9,Chr1,28356205,28356313,28356259,108
9,Chr4,6015897,6021350,6018623,5453
10,Chr1,28918510,28919006,28918758,496
10,Chr2,19261847,19263042,19262445,1195
10,Chr3,11802981,11803118,11803049,137
10,Chr5,1564133,1564177,1564155,44
10,Chr5,10148720,10148947,10148834,227
11,Chr1,9956555,9956636,9956595,81
11,Chr1,20493296,20496195,20494746,2899
11,Chr1,29422171,29422753,29422462,582
11,Chr2,6856798,6856976,6856887,178
11,Chr3,10772633,10777435,10775034,4802
11,Chr3,23256677,23257930,23257303,1253
11,Chr4,697260,713314,705287,16054
11,Chr4,6821435,6822620,6822027,1185
11,Chr4,11490440,11491597,11491018,1157
11,Chr5,22073660,22074132,22073896,472
12,Chr1,18324036,18327124,18325580,3088
12,Chr1,28211477,28211885,28211681,408
12,Chr2,617852,618345,618098,493
12,Chr2,19101619,19103091,19102355,1472
12,Chr4,12078877,12079268,12079073,391
12,Chr5,829021,829082,829051,61
12,Chr5,8458652,8458729,8458690,77
12,Chr5,25238539,25239365,25238952,826
13,Chr1,7014014,7014367,7014190,353
13,Chr1,16891348,16891973,16891660,625
13,Chr1,19331630,19331820,19331725,190
13,Chr2,486187,486916,486551,729
13,Chr3,4789502,4789650,4789576,148
13,Chr3,10190276,10190449,10190362,173
13,Chr4,6514126,6514184,6514155,58
13,Chr5,9516644,9517427,9517036,783
13,Chr5,18211633,18212536,18212085,903
14,Chr1,4120891,4121964,4121427,1073
14,Chr1,16133417,16133722,16133569,305
14,Chr2,6926581,6927055,6926818,474
14,Chr3,8548708,8549273,8548990,565
14,Chr3,18343631,18343815,18343723,184
14,Chr5,10932758,10933011,10932884,253
15,Chr1,8863343,8863706,8863525,363
15,Chr1,16779813,16780165,16779989,352
15,Chr2,7753412,7753532,7753472,120
15,Chr2,19319049,19320501,19319775,1452
15,Chr3,7617940,7618063,7618002,123
15,Chr4,621475,623123,622299,1648
15,Chr5,13775150,13775267,13775208,117
15,Chr5,17738043,17738283,17738163,240
16,Chr1,2439590,2441778,2440684,2188
16,Chr1,23286680,23287397,23287038,717
16,Chr2,4806175,4806437,4806306,262
16,Chr3,7751524,7754506,7753015,2982
16,Chr3,10845819,10846116,10845967,297
16,Chr5,7269200,7269581,7269390,381
16,Chr5,8020330,8021317,8020824,987
16,Chr5,22045727,22047246,22046487,1519
17,Chr1,10486260,10486761,10486510,501
17,Chr2,12297616,12298857,12298236,1241
17,Chr3,12773875,12773975,12773925,100
17,Chr4,956389,958927,957658,2538
17,Chr5,5457767,5458009,5457888,242
17,Chr5,7526437,7526492,7526465,55
17,Chr5,25445518,25447525,25446522,2007
18,Chr1,12455551,12455859,12455705,308
18,Chr1,13076724,13076966,13076845,242
18,Chr2,10170007,10171678,10170843,1671
18,Chr3,21896920,21897479,21897200,559
18,Chr4,11314377,11314822,11314599,445
18,Chr4,14865120,14865122,14865121,2
